"FARM_NO","YEAR","COMPANY","AREA_GRP","FARM_LEVEL","UPDOWN","MSY","PSY","S_MODON","BING","BDAY","C_BDAY","D_BDAY","E_BDAY","F_BDAY","G_BDAY","BUNMAN_GIGAN","BUNMAN_RATIO","CHONGSAN_AVG","SILSAN_AVG","MILA_AVG","SASAN_AVG","EUDUSU_AVG","POU_AVG","JAGI_AVG","ZAEGI7_RATIO","DIE_SANCHA","CHO_GYOBAE","AVG_SANCHA"
"1150","2011",피그플랜,"010002","180001","4",14.1,18.1,90,2.27,55.3,11.8,2.5,34.8,4.7,1.5,113.4,70.6,10.2,9.3,0,0.9,8,22.7,5.9,"89.4","5",226,"5.4"
"638","2011",피그플랜,"010007","180003","3",0,21.7,214,2.21,51.7,17.4,6.9,24.4,2.3,0.7,114.7,79.2,11.7,10.8,0.2,0.8,9.8,27.7,9.3,"84.8","4.6",242,"7"
"1774","2011",피그플랜,"010002","180003","3",0,23.6,256,2.36,33.1,13.9,2,17.2,0,0,115.1,83.2,12,11,0.3,0.7,10,26.2,6.6,"89.1","8.4",264,"9.1"
"2705","2011",피그플랜,"010007","180005","3",0,23.8,447,2.42,38,14,6.1,17.4,0.1,0.4,115.1,86.8,11.4,10.1,0.3,1,9.8,20.2,6.5,"90.8","4.6",250,"6.1"
"2459","2011",피그플랜,"010002","180004","3",0,21.3,334,2.27,53.3,12,2.8,33.8,0.7,4.1,114,81,11.2,10,0.1,1.1,9.4,22.8,5.4,"92.6","7.7",253,"4.8"
"1021","2011",피그플랜,"010002","180004","3",0,22.8,347,2.37,30.4,13.7,0.6,15.9,0,0.1,115.1,87.5,11.8,11,0.1,0.7,9.6,25.7,6.3,"89.6","5.4",239,"6.8"
"2212","2011",피그플랜,"010002","180006","3",0,20.6,666,2.3,42.8,20,5.2,13.1,1.8,2.6,114.5,85.6,11.8,10.7,0.2,0.9,9,25.6,9.5,"80.3","7.3",259,"7.9"
"1712","2011",피그플랜,"010001","180002","3",0,21.4,198,2.24,51.8,17.6,2,31.6,0.5,0.1,115.3,71.2,11.2,10.5,0.1,0.6,9.5,25.1,8.6,"78.1","4",253,"7.4"
"1989","2011",피그플랜,"010009","180002","3",0,20.8,183,2.35,34.4,11.5,2.1,20.3,0.4,0,115.9,81.3,12.1,11.5,0,0.6,8.9,27.6,6.8,"84.7","6.2",234,"6.8"
"2062","2011",피그플랜,"010001","180002","3",0,21.7,165,2.21,55,27,2.4,23.4,1.6,0.7,114.5,81.5,12.8,11.6,0.2,1,9.8,26.7,13.7,"74.4","3.8",242,"6.4"
"1767","2014",피그플랜,"010001","180006","3",0,23,673,2.37,34.8,17.6,1.5,15.2,0.4,0.1,115.1,87.6,12.4,11.4,0.4,0.7,9.7,25.3,8,"88.3","4.1",256,"4.7"
"1851","2014",피그플랜,"010007","180005","2",0,25,416,2.35,43.5,12.5,1,28.4,1.3,0.4,115.3,83.1,12.7,12,0,0.6,10.6,21.6,6.3,"92.9","4.6",245,"4.3"
"2160","2014",피그플랜,"010004","180006","3",0,20.5,903,2.14,64.5,11.5,1.1,38.5,8.8,4.6,114.9,69.8,11.2,10.5,0.3,0.4,9.6,27,6.1,"92.2","4.5",263,"4.7"
"2569","2014",피그플랜,"010009","180006","3",0,24.1,925,2.4,40.9,15.4,3.1,19.2,2.6,0.7,114.5,83.6,12.5,11.4,0.3,0.9,10,21.7,7.2,"89.3","1.5",253,"4.1"
"678","2014",피그플랜,"010002","180002","3",18.1,20.1,139,2.18,63.4,14.4,0.4,46.3,2.3,0,114,59.5,11.9,11.1,0.1,0.7,9.3,23.8,8.1,"81.4","4",223,"4.7"
"1475","2014",피그플랜,"010002","180001","3",0,20.8,94,2.28,39.1,16.9,0.5,19.2,1.9,0.7,115.3,82.8,11.9,10.9,0.1,0.9,9.1,27,8.3,"81","5.1",241,"5.1"
"2593","2014",피그플랜,"010004","180001","2",18.2,26.3,69,2.43,27.1,10.8,1.6,13.7,0.3,0.7,114.2,76.7,12.3,11.6,0,0.7,10.8,24.6,5.3,"95.8","3.1",244,"4.4"
"1918","2014",피그플랜,"010004","180003","3",0,21.5,235,2.25,41.4,17.3,0.5,23.4,0.1,0.1,115.4,87.1,11.8,10.9,0.1,0.8,9.6,27.4,7.9,"84.2","6.8",242,"5.3"
"773","2014",피그플랜,"010009","180003","3",16.8,20,214,2.35,40.2,18.6,2.4,16.2,2.7,0.2,114.9,83.9,11.3,9.9,0.2,1.2,8.5,23.5,8.5,"84.4","5.4",257,"4.8"
"842","2014",피그플랜,"010002","180007","2",0,26.1,"2,895",2.4,29.9,17.1,0.4,10.2,1.6,0.5,114.4,88,12.8,12.1,0.2,0.5,10.8,25.4,7.9,"89.7","4.7",261,"5"
"1055","2014",피그플랜,"010007","180003","3",0,22.6,276,2.27,53,15.3,3.8,23.5,7.7,2.7,115,81.7,12.5,11.3,0.3,0.9,9.9,22,7.6,"89.5","4.9",248,"4.2"
"1768","2014",피그플랜,"010001","180002","3",0,23.5,194,2.28,35.1,15.4,3.1,13.9,1.5,1.2,116.1,88.4,12.7,11.3,0.2,1.2,10.3,28.8,7.8,"88.6","6.1",255,"5.3"
"2407","2014",피그플랜,"010004","180002","3",16.3,21.7,171,2.41,42.2,13.9,2.5,25.7,0.2,0,115,75,11.9,10.9,0.3,0.7,9,19.9,7.2,"83.3","5.1",242,"4.5"
"1231","2014",피그플랜,"010009","180004","3",0,20.9,399,2.2,55.4,13.1,2.5,35.9,2.9,1,116.3,69.6,12.2,11,0.2,1,9.5,24.8,7.2,"84.9","6.7",232,"4.3"
"1783","2014",피그플랜,"010005","180004","3",0,23.8,365,2.41,28.1,14.6,0.7,11.5,1.1,0.2,115.4,89.8,12.5,10.9,0.3,1.4,9.9,24.4,6.6,"88.7","8.3",242,"6.4"
"2134","2014",피그플랜,"010002","180003","1",21.6,27.4,227,2.46,32.4,14.5,2.3,15.4,0.2,0,113.9,90.4,12.8,12.2,0,0.6,11.1,21.5,6.5,"91.6","5.6",243,"4.9"
"2461","2014",피그플랜,"010002","180003","3",0,24.5,202,2.29,40,14.8,2.8,22.4,0,0,115.5,82.1,11.8,11.4,0.2,0.3,10.7,29.2,7.8,"83.6","6.8",242,"3.9"
"3912","2014",피그플랜,"010009","180004","3",19.5,23.9,390,2.2,57.3,11.4,3.4,40.1,1.7,0.8,117,64.4,12.5,11.6,0.1,0.7,10.9,24.6,6.2,"96.6","3",271,"3.3"
"3892","2014",피그플랜,"010009","180003","4",0,18.2,230,2.15,64.6,17.9,3.6,40.6,1.8,0.8,118.5,75,11.7,10.5,0,1.2,8.5,21.3,9.4,"82.7","3.5",219,"3.5"
"2544","2014",피그플랜,"010002","180005","3",0,23.5,436,2.33,40.7,15.1,1.1,23.6,0.6,0.3,115.5,80.9,12.3,11.3,0,1,10.1,24.6,7.6,"87","6.7",242,"5.7"
"110","2014",피그플랜,"010003","180007","4",0,17,"1,028",2.26,48.2,16.6,2.5,24.1,2.9,2.1,116,79.3,10.4,9.3,0.3,0.9,7.6,24.3,8.2,"79.7","5.1",244,"4.7"
"2631","2014",피그플랜,"010002","180004","3",0,23.5,356,2.34,30.5,13,1.8,14.5,1.2,0,115.8,84.9,12.3,11.5,0.1,0.7,10.1,27.2,6.3,"88.7","7.6",245,"5.6"
"2106","2014",피그플랜,"010002","180006","3",0,23,551,2.32,41.8,17.1,1.5,23.3,0,0,115,84,12.4,11.4,0.1,1,9.9,24.2,8.6,"83.9","5.4",242,"4.4"
"1257","2014",피그플랜,"010008","180006","3",0,24.7,817,2.43,35.4,12.7,0.7,20.3,1.1,0.6,115.1,82.5,12.6,10.9,0.4,1.3,10.1,21,5.8,"92.6","2.3",260,"4.2"
"733","2014",피그플랜,"010005","180006","3",20.4,22.9,682,2.38,43.1,11,2.2,24.8,4.5,0.7,114.3,79.6,11,10,0.2,0.8,9.6,21.2,5.1,"98.2","5.1",259,"5.1"
"1704","2014",피그플랜,"010002","180002","3",0,20.4,162,2.18,55.5,13.9,1.1,33.3,5.7,1.5,115.9,66.5,11.8,11.1,0.1,0.6,9.4,26.7,5.1,"94.6","4.7",243,"4.6"
"1738","2014",피그플랜,"010004","180002","4",0,17.6,120,2.26,51.8,25,3.3,20.4,2.2,0.9,115.6,84.2,11.6,10.6,0,1,7.8,24.7,14.4,"68.8","4.3",247,"4.1"
"2669","2014",피그플랜,"010007","180002","3",0,23.6,149,2.51,21,14.5,0,5.6,0.9,0,115.5,95.7,9.6,9.6,0,0,9.4,21.4,5.8,"91.8","0",,"10.1"
"1413","2014",피그플랜,"010006","180006","3",14.9,24.2,716,2.4,35.6,13.9,1.4,20,0.2,0.1,113.4,84.4,11.6,10.7,0.3,0.6,10.1,24.4,6.9,"88.5","4.7",253,"4.2"
"2373","2014",피그플랜,"010008","180002","3",0,21.1,144,2.21,55.8,20.6,4.4,29,1,0.7,115.5,82.6,12,11,0.1,0.9,9.6,24.2,10.9,"65.8","5.3",252,"3.5"
"2578","2014",피그플랜,"010005","180002","3",0,20.3,134,2.25,51.5,15.1,6.4,28.9,1.1,0,114.7,76.3,11.9,11.1,0,0.8,9,24.3,7.7,"83.5","6",244,"4.4"
"2806","2014",피그플랜,"010009","180003","3",18,21.9,274,2.18,58.9,11.5,2.1,36.6,7.6,1.1,115.7,69.9,11.7,11.3,0,0.4,10.1,24.4,6.1,"93.8","6",244,"4.9"
"2074","2014",피그플랜,"010007","180007","2",0,25.5,"1,561",2.43,34.4,15.4,7.4,9.6,0.5,1.4,114.5,93.4,11.8,11.2,0.1,0.4,10.5,21.5,7.5,"86.7","4.5",252,"4.3"
"1473","2014",피그플랜,"010007","180007","3",0,20.8,"1,592",2.07,76.2,12.6,6.6,55.4,1,0.7,116.5,66.3,12.8,11.6,0.4,0.8,10,23.2,7.3,"86.4","1.5",259,"3.8"
"1264","2014",피그플랜,"010005","180007","2",0,25.8,"1,266",2.5,28.8,12.9,1,14.9,0.1,0,114.1,87.9,12.7,11.5,0.3,0.9,10.3,20,5.8,"93.9","6.4",251,"5"
"2330","2014",피그플랜,"010001","180005","2",0,26.3,473,2.35,31.8,15.5,2.3,11.1,0.7,2.3,114.1,88.4,13.8,13,0.1,0.7,11.2,28,7.7,"92.4","4.8",242,"6.4"
"1867","2014",피그플랜,"010002","180007","4",15.5,17.3,"1,062",2.06,69.1,13.6,27.2,21.4,0.3,6.6,116.1,80.1,10.8,10,0.1,0.7,8.4,24.3,12.4,"82.8",,,"4.4"
"2357","2014",피그플랜,"010007","180003","3",0,24.9,214,2.37,46.4,11.9,1.7,32.8,0,0,113.9,81.3,12.4,11.4,0.2,0.7,10.5,20.2,5.5,"96.7","5.7",248,"4.4"
"1182","2014",피그플랜,"010006","180006","3",14.8,22.6,540,2.25,50.1,11.6,2.8,29.3,4.1,2.3,115.5,74.5,11.8,10.7,0.1,0.9,10.1,25.5,5.7,"93.8","6.1",251,"5.1"
"1820","2014",피그플랜,"010009","180003","4",0,17.9,250,2.23,49.7,19.2,2.6,27,0.9,0,115.8,83.3,11.9,11.6,0,0.3,8,24.5,9.9,"73.8","4.6",267,"3.8"
"3927","2014",피그플랜,"010008","180006","3",0,22.7,952,2.31,46.6,28,6.4,11.6,0.6,0,115.7,91.4,10.7,10,0.2,0.5,9.8,27.8,9.6,"85.2","3.7",240,"4.7"
"2651","2014",피그플랜,"010004","180006","2",0,26.9,519,2.39,34.9,12.4,2.2,14.4,4.2,1.7,114.6,86.3,15,13.2,0.6,1.2,11.3,23.1,5.7,"96.2","1.6",258,"3.7"
"1037","2014",피그플랜,"010004","180006","2",0,25.9,980,2.46,24.3,12.4,0.7,10.4,0.4,0.3,113.8,88.7,11.7,11,0.3,0.4,10.5,24.9,6.1,"91.7",,258,"4.5"
"1830","2014",피그플랜,"010004","180004","2",0,25.6,330,2.4,29.1,13.9,0.8,14.2,0.2,0,116.3,88.3,13.4,12.1,0,1.4,10.7,24.4,6.6,"88.7","6.2",223,"5.2"
"2071","2014",피그플랜,"010007","180006","2",0,25.4,590,2.43,34.7,16.6,6.3,8.9,1.7,1.1,114.3,92.4,11,10.8,0.1,0.1,10.4,21.5,8,"89.2","4.6",258,"3.1"
"1705","2009",피그플랜,"010002","180003","2",0,26.3,267,2.49,24.9,9.9,0.4,12.4,0.9,1.4,114.9,90.6,12.8,11.5,0.6,0.6,10.6,24.8,6,"90.6","5.1",252,"6.4"
"2159","2009",피그플랜,"010004","180006","3",0,23.7,919,2.36,31.8,10,2.3,16.7,0.9,1.9,115.6,84.5,11.6,10.6,0.3,0.7,10.1,25.7,5,"94.8","4.1",256,"5.6"
"1992","2009",피그플랜,"010005","180004","4",0,19.5,307,2.19,57.9,16.7,2.2,39,0.1,0,114.7,70.4,10.9,10,0,0.9,8.9,26,9.4,"79.3","4.4",239,"6.8"
"909","2009",피그플랜,"010009","180001","3",0,23,91,2.48,39.7,26.6,0,12.8,0.4,0,115.6,97.7,10,9.4,0.2,0.3,9.3,21.6,7.4,"88","3.5",220,"5.2"
"900","2009",피그플랜,"010006","180002","4",0,18.7,104,2.17,62,13.7,5.6,36.3,6.4,0,114.9,75.9,10.1,9.3,0,0.8,8.6,25.2,7.5,"82.1","4.9",226,"6.1"
"978","2009",피그플랜,"010005","180004","3",0,21.8,318,2.31,48,21.4,3.3,17.7,3.9,1.8,115.1,86.2,11.4,10.2,0.3,0.9,9.4,22.1,10.1,"83.8","6.8",269,"8.3"
"684","2009",피그플랜,"010007","180001","3",18.9,21.6,93,2.3,46.6,15.4,3.5,21.9,2,3.7,113.7,78.4,11.5,10.7,0.3,0.5,9.4,24.9,7.9,"86.6","3.4",243,"7.1"
"2056","2009",피그플랜,"010008","180007","3",0,21.5,"1,806",2.3,38.3,17.1,2.6,14.9,2.6,1.1,114.9,85.3,11.3,10.6,0.2,0.5,9.4,26.3,7.9,"87.5","3.8",269,"7.7"
"843","2009",피그플랜,"010007","180007","3",19,23.9,"1,334",2.43,28.1,12,4.6,10.7,0.3,0.4,115.6,90.8,11.6,11.3,0.1,0.2,9.8,22.8,5.7,"91.8","5.3",262,"6"
"1400","2009",피그플랜,"010003","180004","3",0,21.3,390,2.37,27.6,12.9,0.8,13.8,0,0,114.1,87.7,11.3,9.9,0.5,0.9,9,28,6.9,"90.8","3.9",248,"4.7"
"1717","2009",피그플랜,"010001","180004","3",0,22,356,2.41,21.6,9.6,0.3,11.1,0.5,0.1,115.9,87.1,11.9,10.9,0.5,0.5,9.1,26,4.9,"93.6","6.1",249,"4.4"
"126","2009",피그플랜,"010002","180005","2",19.6,26.6,460,2.54,21.5,12,0.3,8.6,0.5,0,113.9,93,12.1,11.5,0.3,0.3,10.5,22.4,5.6,"95.6","6.6",235,"7.2"
"1388","2009",피그플랜,"010002","180001","3",16.1,21.5,57,2.23,59.5,11.4,0.6,44.7,2.6,0.1,114.2,69.6,10.7,10.3,0,0.4,9.6,25.2,6.1,"94.3","4.4",233,"7.2"
"1053","2009",피그플랜,"010001","180002","4",0,19.5,173,2.09,58.5,16.2,1.7,36.6,2.5,1.5,115.5,69.7,11.2,10.8,0.1,0.3,9.3,31.2,8.5,"85.7","4.8",241,"8"
"1915","2009",피그플랜,"010006","180005","3",0,24.3,454,2.45,34.1,14.9,2.3,16.8,0.1,0,115.2,88.4,11.8,10.6,0,1.1,9.9,19.8,6.4,"91.4","7.9",267,"8.6"
"1182","2009",피그플랜,"010006","180004","3",0,20.6,399,2.16,61.6,15.1,2.2,41.1,2.3,0.9,116.3,71.5,10.7,10.3,0,0.4,9.5,24.9,8.4,"87.3","5",228,"7.3"
"2322","2009",피그플랜,"010003","180006","3",0,22.7,551,2.3,50.5,20.7,1.9,27.8,0.1,0,115.8,76.5,11.1,10.2,0,0.9,9.8,21.2,7.4,"86.9","4.9",231,"5.9"
"1662","2009",피그플랜,"010001","180006","3",0,24.2,502,2.37,27.3,11.5,0.6,13.9,1.1,0.1,115.2,87.1,12,11.1,0.1,0.8,10.2,26.9,5.2,"94.8","6.7",255,"7.7"
"1721","2009",피그플랜,"010002","180004","3",0,21.6,372,2.41,31.2,11.1,0.9,18.5,0.6,0.2,115.1,85.9,12,10.9,0.3,0.7,9,23.7,5.1,"92.9","7.7",244,"6.9"
"2619","2009",피그플랜,"010007","180006","3",0,20.9,534,2.32,52.7,12.5,0.7,30.6,6.8,2.2,114.6,76.7,10.8,9.6,0.5,0.8,9,20,5.7,"93.9","5",249,"7"
"1867","2009",피그플랜,"010002","180006","3",0,23.9,566,2.46,28.9,11.4,3,14.2,0,0.1,114.9,85.9,11.4,11.2,0,0.2,9.7,23.7,5.7,"94.3","5.4",286,"6"
"2132","2009",피그플랜,"010002","180003","4",0,19.6,291,2.12,66,20.4,10.3,25.4,6.9,2.9,115.9,79.1,11.3,10.8,0.1,0.4,9.3,25.4,9.9,"86.1","5.7",245,"6.8"
"2319","2009",피그플랜,"010001","180002","3",0,23,160,2.33,42.8,14.3,0.5,27.9,0.2,0,116.2,84.9,11.9,10.7,0,1.2,9.8,21.9,7.1,"86.8","6.8",266,"8.1"
"2200","2009",피그플랜,"010002","180004","3",0,22.8,333,2.25,41.4,16.7,2.8,21.5,0.4,0,115.6,79.3,11.8,10.6,0,1.2,10.1,27.1,8.4,"84.8","5.1",199,"7.2"
"1136","2009",피그플랜,"010003","180002","3",0,21.1,175,2.26,54.6,17.4,1.7,33.9,1.3,0.3,114.9,70.7,10.7,10.4,0,0.3,9.3,22.4,8.4,"86.1","5",217,"5.3"
"983","2009",피그플랜,"010005","180007","3",17.4,22.9,"1,027",2.45,33.5,15.8,2.2,13.9,0.8,0.8,114.9,85.4,11.4,10,0.1,1.3,9.4,20.4,7.7,"86.3","4.3",245,"6.2"
"1774","2009",피그플랜,"010002","180003","3",0,21.7,291,2.25,44.4,13.3,2.1,28.8,0.1,0.1,115,87.2,12,11,0.2,0.7,9.7,26.1,6.3,"90.2","6.6",248,"9.6"
"1707","2009",피그플랜,"010001","180005","3",0,22.2,409,2.29,42.7,13,3.6,20,3.4,2.7,114.1,81.2,11.6,10.9,0.2,0.6,9.7,26.8,6.9,"89.8","4.3",256,"7"
"3893","2009",피그플랜,"010009","180002","3",18.2,21.5,120,2.15,56.5,13.8,4.3,30,7,1.4,115.5,76,11.9,11.1,0,0.8,10,27.2,7.2,"90","3.4",230,
"1733","2009",피그플랜,"010007","180003","4",0,19.6,269,2.29,43.3,19.9,4.6,17.7,0.5,0.7,115,80.7,10.6,10,0.1,0.6,8.6,25.6,9.1,"76.9","4.4",226,"7.1"
"1762","2009",피그플랜,"010002","180001","3",0,24.7,98,2.52,14.3,10.5,0,3.6,0.3,0,115.8,97.8,11.4,11.4,0,0,9.8,26.9,5.2,"94.1","0",230,"10.9"
"638","2009",피그플랜,"010007","180003","4",0,19.7,218,2.18,54.3,13.9,2.5,30.4,4.5,3,114.4,76.5,11,10.3,0,0.7,9,27.7,6.6,"87.3","5.8",242,"6.7"
"1798","2009",피그플랜,"010003","180003","3",0,24.4,202,2.44,28.3,11.7,0.9,12.8,1.9,1,114.9,89.1,11.8,10.7,0.3,0.8,10,23.9,5.3,"98.8","3.4",251,"6.4"
"2217","2009",피그플랜,"010006","180003","3",0,20.4,274,2.28,44.3,11.4,0,28.9,3.3,0.6,114.9,77.3,11.4,10.2,0.4,0.9,8.9,24.6,5.1,"98","6.1",242,"8.1"
"1214","2009",피그플랜,"010001","180004","3",19.3,22,397,2.31,39.3,12.9,5.4,20.8,0.1,0.1,115.5,82,11.5,11,0.1,0.4,9.5,26.6,6.7,"88.2","3.8",242,"5.8"
"1760","2009",피그플랜,"010002","180003","3",0,22.5,226,2.31,35.9,15.4,1.3,18.4,0.5,0.4,115.3,86.3,11.8,10.7,0,1,9.7,28.3,6.9,"85.4","7.4",232,"7"
"1264","2009",피그플랜,"010005","180007","3",0,22.6,"1,242",2.45,36.2,12.1,0.8,22.8,0.5,0,114.4,78.4,10.9,10,0.3,0.7,9.2,19.4,5.7,"95.5","5.1",254,"7"
"1808","2009",피그플랜,"010009","180002","3",19.6,21.7,143,2.19,56.5,12,1,41.8,0.8,0.9,116.1,76,11.8,10.8,0,1,9.9,25.3,6.2,"88.5","4.5",232,"5.9"
"2589","2009",피그플랜,"010002","180002","4",0,19.8,123,2.2,58.6,16.6,0.9,41.1,0,0,115.7,74,11.4,10.6,0,0.8,9,25.2,9,"89","4.1",250,"6.2"
"2405","2009",피그플랜,"010001","180001","2",0,25.4,50,2.53,21.1,21.1,0,0,0,0,116.2,100,11.8,10.8,0,1,10,24.5,10.4,"90.1","0",222,"7.4"
"1702","2009",피그플랜,"010002","180005","3",0,21.3,464,2.39,38.9,13.6,0.1,24.2,0.8,0.1,114.1,81.4,10.9,10.5,0.1,0.3,8.9,22.2,6.3,"89.3","7",230,"8.3"
"1100","2009",피그플랜,"010007","180003","4",0,18.5,210,2.14,62.3,20,5.5,25.8,7.1,3.8,115,78.5,10.2,9.8,0,0.4,8.7,27.1,9.8,"86.8","4.8",201,"5.6"
"1713","2009",피그플랜,"010001","180003","4",0,19.3,268,2.26,50,12.6,2.1,33.1,1.9,0.4,114.2,82.4,11.4,10.6,0.2,0.6,8.5,24.1,6.3,"88.4","4.8",257,"4.6"
"2157","2009",피그플랜,"010004","180007","3",0,20.5,"1,041",2.19,55,12.4,6,27.6,4.4,4.6,115.8,79,11.2,10.1,0.1,1,9.4,26,7.3,"86.4","3.9",256,"5.3"
"818","2009",피그플랜,"010007","180007","3",0,23.3,"2,262",2.44,32.8,15.5,2.5,14.8,0,0.1,116.5,89.4,11.4,10.2,0.2,1,9.5,19.4,7.2,"89","7.3",264,"7.3"
"2158","2009",피그플랜,"010004","180006","3",0,22.9,931,2.31,36.2,10.8,1.7,18,3.7,2,115.6,85.5,11.8,10.6,0.2,1,9.9,26.9,5.7,"92.6","4.9",255,"5.8"
"337","2009",피그플랜,"010002","180002","3",17.3,22.4,125,2.34,43.8,14.8,3.9,16.5,6.1,2.6,114.5,81,11.1,10.4,0,0.6,9.6,26.2,8,"84","6.6",240,"7.9"
"875","2009",피그플랜,"010002","180006","3",0,23.1,843,2.38,32.9,15.1,0.9,12.4,3.8,0.6,115.3,85.2,11.4,10.1,0.3,0.9,9.7,24.7,7,"89.6","6",269,"7.3"
"1704","2012",피그플랜,"010002","180002","4",0,18.3,150,2.17,62.5,16.6,1.5,36.1,7,1.3,115.9,63.6,10.9,10.7,0,0.2,8.4,25.1,7,"91.1","4.8",249,"6.7"
"2217","2012",피그플랜,"010006","180003","3",0,24.1,293,2.43,28.3,14.4,1.4,12.2,0.3,0,115.4,89,12.8,11.9,0.1,0.8,10,24,6.8,"85.5","6.5",243,"5.7"
"842","2012",피그플랜,"010002","180007","2",0,25.1,"2,904",2.4,32.4,16,1,13.1,1.6,0.7,114.9,85.3,12.1,11.3,0.4,0.4,10.5,23.9,8.2,"87.7","5.4",266,"6"
"2120","2012",피그플랜,"010005","180002","4",0,19.2,141,2.14,57.6,15.6,6.3,33.5,1.9,0.4,116.2,69.6,11.9,10.7,0,1.2,9,26.9,8,"82.1","6.2",217,"7.2"
"2736","2012",피그플랜,"010007","180002","3",0,24.8,163,2.39,31.1,11.3,3.2,16.6,0,0,116.8,82.4,11.9,10.9,0,0.9,10.4,23.1,6,"88.7","5.8",247,"3.6"
"1372","2012",피그플랜,"010002","180003","2",0,25.2,260,2.43,21.4,13.3,1.3,6.9,0,0,115.3,92.4,11.2,10.8,0,0.4,10.4,26.1,6.6,"86.9","6.2",243,"6.7"
"1998","2012",피그플랜,"010001","180002","3",0,23.5,142,2.22,50.8,22.2,5.7,23,0,0,115.3,86.2,12.4,11.4,0,1,10.6,25.6,10.9,"78.6","2.9",233,"6.6"
"1340","2012",피그플랜,"010001","180006","4",0,19.5,922,2.32,39.9,16.1,3.1,18.4,1,1.3,115.8,85.7,10.7,10.1,0.2,0.3,8.4,24.3,7.9,"81.4","5.2",253,"6.6"
"2142","2012",피그플랜,"010001","180003","3",0,20.2,284,2.37,41,12.5,2.1,23.7,2.4,0.2,115,72.1,11.2,9.6,0.5,1.1,8.5,22.2,6.2,"91.2","1",243,"5.5"
"1035","2012",피그플랜,"010002","180002","3",19,20.7,113,2.29,41.2,16.4,0.8,22.7,1.3,0,115.4,75.3,11.6,10.7,0,0.9,9,26,8.4,"71.2","4.6",248,"5.7"
"623","2012",피그플랜,"010005","180001","4",0,18.9,77,2.16,71.3,13.6,2.2,50.9,3.4,1.2,115.3,66.5,11.5,10.1,0,1.4,8.7,23.7,7.8,"80","3.7",245,"7.8"
"1889","2012",피그플랜,"010002","180002","3",0,20.1,120,2.16,61.8,18.1,13.4,28,1.9,0.4,115.4,75.8,11.4,10.6,0,0.8,9.3,25.6,9.6,"77.1","6.9",247,"7.2"
"1338","2012",피그플랜,"010002","180004","3",0,23.2,348,2.38,30.6,21.6,0.7,8.1,0.2,0,114.9,92.6,11.9,11.2,0,0.7,9.8,30.1,10.8,"71.1","3.7",261,"7.3"
"1182","2012",피그플랜,"010006","180005","3",0,21,494,2.07,68.1,11.3,1.5,47.6,6.1,1.6,116.6,73.6,11.2,10.7,0,0.5,10.2,26.2,5.4,"98.5","5.6",256,"7.6"
"1830","2012",피그플랜,"010004","180004","3",0,24.9,351,2.36,28.4,12.4,0.7,14.9,0.3,0,116.7,86.3,12.3,11.3,0,0.9,10.5,25.8,6,"92.9","6.1",222,"7"
"1424","2012",피그플랜,"010007","180004","3",0,23.1,390,2.41,26.7,11.5,0.3,14.8,0.1,0,114.9,88.2,10.7,10,0,0.8,9.6,25.3,5.1,"97.2","8.4",247,"8.4"
"1912","2012",피그플랜,"010002","180003","3",0,20.3,200,2.18,56.8,17.8,1.5,26.9,8.9,1.7,114.8,75.9,12.5,11.4,0.3,0.8,9.3,26.7,9.8,"87.1","4.6",239,"6.5"
"647","2012",피그플랜,"010002","180005","3",0,22.9,424,2.28,42,14,2.4,24.1,0.7,0.7,115.5,81.6,12,11.1,0,0.9,10.1,25.5,6.4,"89.1","4.4",263,"8.1"
"2224","2012",피그플랜,"010003","180006","3",0,21.9,513,2.31,42,15,3.6,22.9,0.5,0,114.5,82.8,10,9.5,0,0.5,9.5,27.1,7.2,"84.5","5",243,"3.1"
"1744","2012",피그플랜,"010007","180002","3",0,23.1,160,2.36,42.5,16.1,1.5,24.8,0,0,115.6,82.7,11.4,10.8,0,0.6,9.8,22.8,7,"89","6.3",244,"7.5"
"2295","2012",피그플랜,"010002","180006","3",0,22.9,670,2.48,39.3,9.4,2,26,1.3,0.7,115.8,69.6,11.1,10.3,0,0.8,9.2,27,7.4,"86.2","3.9",,"5.8"
"1918","2012",피그플랜,"010004","180003","3",0,20.1,238,2.21,49.4,16.7,1.8,30.4,0.1,0.5,115.6,78.6,10.9,10.4,0,0.5,9.1,27,8.2,"87.4","6.9",243,"7.3"
"2662","2012",피그플랜,"010003","180003","4",0,17,261,2.2,54.6,12.1,5.3,37.1,0.1,0,114.1,77.7,10.8,10,0.1,0.7,7.7,27.1,6.4,"96","5.1",243,"5.7"
"1455","2012",피그플랜,"010002","180005","3",0,23.4,410,2.45,35.5,9.4,0.5,25.4,0.2,0,114.9,79.4,11.1,10.3,0.1,0.7,9.6,26.5,5.7,"94.5","2.5",243,"6.7"
"1925","2012",피그플랜,"010001","180006","3",0,23.3,894,2.38,31.1,12.9,3.6,12.6,0.6,1.4,115,87.1,11.9,11.1,0.3,0.6,9.8,24.4,6.2,"92.1","2.9",255,"6.5"
"2408","2012",피그플랜,"010002","180002","4",0,19.2,139,2.23,64.8,17.4,2.1,42.8,1.1,1.5,115,71.3,10.4,10,0,0.4,8.6,26.3,11.6,"66.8","3.6",244,"4.5"
